code,product_name,brands,categories,labels,countries_en,quantity(g),url,ingredients_text,allergens,traces,nutriscore_grade,nutriscore_score,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nova_group,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url
60383007355,bagels nature,simple,"['plant-based-foods', 'cereals-and-potatoes', 'breads', 'special-breads', 'bagel-breads']",unknow,canada,510.0,http://world-en.openfoodfacts.org/product/0060383007355/bagels-nature-simple,"['farine de ble enrichie', 'eau', 'sucre', 'sel', 'huile de soya etvou de canola', 'levure guien de ble', 'propionate de calcium', 'monoglycerides de soya', 'acide sorbique', 'chlorhydrate de l-cysteine', 'amylase', 'soya non mentionne']","['ble(ia)', 'soja(ia)', 'sesame(ia)']",sesame seeds,c,7.0,1083.7,1.76,0.471,52.9,4.71,2.35,9.41,1.35,3.0,https://images.openfoodfacts.org/images/products/006/038/300/7355/front_en.37.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7355/front_en.37.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7355/ingredients_en.39.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7355/ingredients_en.39.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7355/nutrition_en.41.400.jpg
60383007386,bagels,"no name, sans nom","[""aliments d'origine vegetale"", 'cereales et pommes de terre', 'pains', 'pains speciaux', 'pains bagel']","kascher, cor kosher",canada,,http://world-en.openfoodfacts.org/product/0060383007386/bagels-no-name,"['enriched wheat flour', 'eau', 'sucre', 'sel', 'vegetable oil', 'yeast', 'wheat gluten', 'calcium vegetable monoglycerides', 'sorbic acid', 'l-cysteine hydrochloride', 'amylase', 'cornmeal. topping: popp &quot;order may vary. may contain: soy', 'sesame. loblaws toronto m4t 258', 'canada 2021 @tm/mc loblaws inc. te indiquee 1-888-495-5113']","['ble(ia)', 'soja(ia)', 'sesame(ia)']","sesame seeds,soybeans",d,11.0,1271.9,2.08,0.554,63.7,1.38,,9.69,1.66,4.0,https://images.openfoodfacts.org/images/products/006/038/300/7386/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7386/front_en.17.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7386/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7386/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7386/nutrition_en.19.400.jpg
60383007393,sesame seed bagel,simple,"[""aliments d'origine vegetale"", 'cereales et pommes de terre', 'pains', 'pains speciaux', 'pains bagel']","kascher, cor kosher",canada,510.0,http://world-en.openfoodfacts.org/product/0060383007393/sesame-seed-bagel-simple,"['enriched wheat flour', 'eau', 'sucre', 'sel', 'vegetable oil', 'yeast', 'wheat gluten&quot;', 'calcium propionate', 'sorbic acid', 'vegetable monoglycerides', 'l-cysteine hydrochloride', 'amylase', 'cornmeal. topping: sesame seeds. order may vary. may contain: soy']","['ble(ia)', 'soja(ia)', 'sesame(ia)']",unknow,c,6.0,1083.7,2.35,0.353,51.8,4.0,,9.41,1.12,,https://images.openfoodfacts.org/images/products/006/038/300/7393/front_fr.24.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7393/front_fr.24.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7393/ingredients_bg.8.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7393/ingredients_bg.8.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7393/nutrition_fr.26.400.jpg
60383007409,whole wheat bagels,no name •  sans nom  • loblaws,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0060383007409/whole-wheat-bagels-no-name-sans-nom-loblaws,"['whole wheat flour', 'eau', 'sucre', 'wheat gluten', 'sel', 'vegetable oil', 'yeast', 'calcium propionate', 'vegetable monoglycerides', 'sorbic acid', 'ascorbic acid', 'l-cysteine hydrochloride', 'amylase', 'cornmeal. _may contain: soy', 'sesame._']","['ble(ia)', 'soja(ia)', 'sesame(ia)']",unknow,a,0.0,1033.4,1.76,0.0,50.59,0.0,0.0,9.41,0.0,4.0,https://images.openfoodfacts.org/images/products/006/038/300/7409/front_en.43.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7409/front_en.43.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7409/ingredients_en.34.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7409/ingredients_en.34.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7409/nutrition_en.35.400.jpg
60383007416,original english muffins,simple,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0060383007416/original-english-muffins-simple,"['enriched wheat flour', 'eau', 'yeast', 'wheat gluten', 'sel', 'sucre', 'vegetable oil', 'calcium propionate', 'vegetable monoglyceridies', 'fumaric acid', 'ascorbic acid', 'l-cysteine hydrochloride', 'enzymes. topping: cornmeal', 'rice flour', 'sorbic acid. loblaws ng toronto mat 258. canada 2022 @tm/mc loblaws inc. 1-888-495-5111 best before date as shown./meilleur avant la date indiquee']",['ble(ia)'],unknow,c,4.0,954.0,1.75,0.526,45.6,1.75,1.75,8.77,1.05,4.0,https://images.openfoodfacts.org/images/products/006/038/300/7416/front_en.23.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7416/front_en.23.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7416/ingredients_en.19.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7416/ingredients_en.19.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7416/nutrition_en.25.400.jpg
60383007423,muffin anglais,no name,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0060383007423/muffin-anglais-no-name,"['eau', 'whole wheat flour', 'wheat gluten', 'yeast', 'vegetable oil', 'sel', 'sucre', 'wheat germ', 'vegetable monoglycerides', 'calcium propionate', 'fumaric acid', 'ascorbic acid', 'l-cysteine hydrochloride', 'enzymes', 'topping: cornmeal', 'rice flour', 'sorbic acid']",['ble(ia)'],unknow,b,1.0,882.8,2.63,0.877,42.1,3.51,5.26,8.77,0.877,4.0,https://images.openfoodfacts.org/images/products/006/038/300/7423/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7423/front_en.22.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/006/038/300/7423/nutrition_en.24.400.jpg
60383007621,crunchy peanut butter,no name,"['aliments d origine vegetale', 'legumes and their products', 'spreads', 'nuts and their products', 'plant-based spreads', 'oilseed purees', 'legume butters', 'nut butters', 'peanut butters', 'crunchy peanut butters']","kosher,cor kosher",canada,1000.0,http://world-en.openfoodfacts.org/product/0060383007621/crunchy-peanut-butter-no-name,"['freshly roasted peanuts', 'icing sugar', 'corn syrup solids', 'modified palm oil', 'sel']",['arachides(ia)'],nuts,c,8.0,2510.4,46.7,10.0,26.7,6.67,0.0,20.0,0.5,,https://images.openfoodfacts.org/images/products/006/038/300/7621/front_en.70.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7621/front_en.70.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7621/ingredients_en.59.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7621/ingredients_en.59.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7621/nutrition_en.72.400.jpg
60383007775,"corn, carrot, kale & peas veggie burgers",president's choice,['meat analogues'],"vegetarian, no artificial flavors, vegan, no artificial colors, no artificial colours or flavours, vegecert - certified vegan",canada,452.0,http://world-en.openfoodfacts.org/product/0060383007775/corn-carrot-kale-peas-veggie-burgers-president-s-choice,"['corn', 'carrots', 'eau', 'mid-oleic sunflower and high-oleic sunflower oil', 'kale', 'chickpeas', 'peas', 'modified cellulose', 'dried red bell pepper', 'sel', 'pea protein isolate', 'rice starch', 'spices and herbs', 'dried garlic', 'dried onion', 'calcium silicate']",unknown,"gluten,soybeans",b,2.0,502.1,7.52,0.752,12.0,3.01,3.76,3.01,0.695,4.0,https://images.openfoodfacts.org/images/products/006/038/300/7775/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7775/front_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7775/ingredients_en.23.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7775/ingredients_en.23.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/7775/nutrition_en.18.400.jpg
60383008055,biscuits soda salés,no name,[],cor-kosher,canada,,http://world-en.openfoodfacts.org/product/0060383008055/biscuits-soda-sales-no-name,['9 sans nomr biscuits soda sales 454 g 4 paquets individuels cor laitier'],['lait(ia)'],unknow,unknow,,1761.5,10.5,1.58,73.7,,5.26,10.5,2.11,,https://images.openfoodfacts.org/images/products/006/038/300/8055/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8055/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8055/ingredients_en.18.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8055/ingredients_en.18.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8055/nutrition_en.8.400.jpg
60383008321,long grain parboiled rice,"sans nom,no name",['parboiled rices'],"kosher,cor kosher,simple check",canada,,http://world-en.openfoodfacts.org/product/0060383008321/long-grain-parboiled-rice-sans-nom,['long grain parboiled rice'],unknown,unknow,b,2.0,1393.3,0.0,0.0,80.0,0.0,2.22,6.67,0.0,1.0,https://images.openfoodfacts.org/images/products/006/038/300/8321/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8321/front_fr.3.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/006/038/300/8321/nutrition_fr.13.400.jpg
60383008376,whole plum tomatoes,unknow,"['aliments d origine vegetale', 'fruits and vegetables based foods', 'vegetables based foods', 'tomatoes and their products', 'tomatoes']",unknow,canada,,http://world-en.openfoodfacts.org/product/0060383008376/whole-plum-tomatoes,['no names whole plum tomatoes simple simple 796 ml 28 fl oz cor canada choice'],unknown,unknow,b,2.0,66.9,0.0,0.0,4.0,2.4,0.8,0.24,0.46,,https://images.openfoodfacts.org/images/products/006/038/300/8376/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8376/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8376/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8376/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8376/nutrition_fr.5.400.jpg
60383008390,pasteurized cream cheese,"no name,sans nom","['produits fermentes', 'fermented milk products', 'cheeses', 'cream cheeses']","kosher, cor kosher, 100% canadian milk, simple check",canada,250.0,http://world-en.openfoodfacts.org/product/0060383008390/pasteurized-cream-cheese-no-name,"['lait', 'cream', 'evaporated skim milk', 'bacterial culture', 'sel', 'carob bean gum']",['lait(ia)'],unknow,d,13.0,1393.3,30.0,,3.33,3.33,0.0,10.0,0.75,4.0,https://images.openfoodfacts.org/images/products/006/038/300/8390/front_en.23.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8390/front_en.23.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8390/ingredients_en.19.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8390/ingredients_en.19.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8390/nutrition_en.25.400.jpg
60383008932,multigrain melba toast,le choix du président,"[""aliments d'origine vegetale"", 'cereales et pommes de terre', 'pains', 'biscottes']","sans colorants,sans arômes artificiels",canada,200.0,http://world-en.openfoodfacts.org/product/0060383008932/multigrain-melba-toast-le-choix-du-president,"['whole wheat flour', 'yeast', 'sesame seeds', 'wheat gluten', 'sel', 'potassium chloride', 'coconut and/or high oleic sunflower and/or rapeseed oil', 'oats', 'wheat bran', 'rye flour', 'millet', 'soy', 'malt flour rye', 'sourdough rye', 'rice flour', 'buckwheat', 'caraway seeds', 'yeast extract', 'ascorbic acid', 'enzymes', 'soy lecithin. may contain: milk']","['ble(ia)', 'soja(ia)', 'sesame(ia)', 'lait(ia)']",milk,d,11.0,1673.6,5.0,1.5,75.0,5.0,,15.0,1.0625,4.0,https://images.openfoodfacts.org/images/products/006/038/300/8932/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8932/front_en.20.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8932/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8932/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8932/nutrition_en.21.400.jpg
60383008970,instant skim milk powder,"sans nom, no name","['produits laitiers', 'dried products', 'milks', 'dried products to be rehydrated', 'dehydrated beverages', 'skimmed milks', 'milk powders', 'skimmed milk powder']",pasteurized,canada,,http://world-en.openfoodfacts.org/product/0060383008970/instant-skim-milk-powder-sans-nom,"['skim milk powder', 'vitamin a palmitate', 'vitamin d3']",['lait(ia)'],unknow,unknow,,1506.2,0.0,0.0,52.0,,0.0,,1.05,3.0,https://images.openfoodfacts.org/images/products/006/038/300/8970/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8970/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8970/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8970/ingredients_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/8970/nutrition_en.15.400.jpg
60383009816,sweet with heat pepperoni flatbread,president's choice,"['plats prepares', 'pizzas pies and quiches', 'pizzas', 'frozen pizzas and pies', 'frozen pizzas']","no artificial flavors, no artificial colors, no artificial colours or flavours",canada,338.0,http://world-en.openfoodfacts.org/product/0060383009816/sweet-with-heat-pepperoni-flatbread-president-s-choice,"['toppings: sour cream sauce sour cream cream', 'bacterial culture', 'eau', 'canola oil', 'corn starch', 'pea starch', 'sel', 'spices', 'mozzarella cheese pasteurized milk', 'microbial enzyme', 'pepper sauce water', 'marinated grilled red bell peppers red bell peppers', 'sunflower oil', 'sucre', 'concentrated lemon juice', 'garlic powder', 'chili peppers', 'concentrated tomato paste', 'pickled jalapeno peppers', 'herbs', 'onions', 'garlic', 'pepperoni', 'red onions', 'sugar-honey topping sugar', 'glucose', 'fructose', 'honey', 'hard ripened cheese pasteurized milk', 'herbs. crust: enriched wheat flour', 'ground wheat germ', 'yeast', 'sugars dextrose', 'ascorbic acid', 'amylase', 'xylanase']","['ble(ia)', 'lait(ia)']",unknow,d,13.0,1041.8,10.7,4.14,29.0,3.55,1.78,9.47,1.01,4.0,https://images.openfoodfacts.org/images/products/006/038/300/9816/front_en.27.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/9816/front_en.27.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/9816/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/300/9816/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/300/9816/nutrition_en.29.400.jpg
60383010607,everything bagel,president's choice,"['aliments d origine vegetale', 'cereals and potatoes', 'breads', 'special breads', 'bagel breads']","organic, canada organic",canada,450.0,http://world-en.openfoodfacts.org/product/0060383010607/everything-bagel-president-s-choice,"['eau', 'yeast', 'sea salt', 'cultured wheat flour', 'ascorbic acid']","['ble(ia)', 'sesame(ia)']",soybeans,c,5.0,1171.5,2.67,0.533,54.7,6.67,2.67,9.33,0.833,4.0,https://images.openfoodfacts.org/images/products/006/038/301/0607/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0607/front_en.14.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0607/ingredients_en.23.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0607/ingredients_en.23.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0607/nutrition_en.27.400.jpg
60383010638,baking powder,no name,[],"kosher, cor kosher",canada,450.0,http://world-en.openfoodfacts.org/product/0060383010638/baking-powder-no-name,"['sodium bicarbonate', 'corn starch', 'monocalcium phosphate']",unknown,unknow,e,20.0,0.0,0.0,0.0,0.0,,,0.0,,3.0,https://images.openfoodfacts.org/images/products/006/038/301/0638/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0638/front_en.20.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0638/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0638/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0638/nutrition_en.22.400.jpg
60383010836,condensed tomato soup,no name,"['aliments d origine vegetale', 'fruits and vegetables based foods', 'canned foods', 'plats prepares', 'soups', 'vegetable soups', 'canned meals', 'canned soups', 'tomato soups']","vegetarian, simple check","canada,france",0.284,http://world-en.openfoodfacts.org/product/0060383010836/condensed-tomato-soup-no-name,"['eau', 'concentrated tomato paste', 'sucre', 'enriched wheat flour', 'modified corn starch', 'sel', 'citric acid', 'annatto', 'spices']",['ble(ia)'],unknow,c,9.0,334.7,0.08,0.08,18.4,12.8,0.8,1.6,1.24,4.0,https://images.openfoodfacts.org/images/products/006/038/301/0836/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0836/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0836/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0836/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0836/nutrition_en.9.400.jpg
60383010843,condensed vegetable soup,no name,"['aliments d origine vegetale', 'canned foods', 'fruits and vegetables based foods', 'plats prepares', 'soups', 'vegetable soups', 'canned meals', 'canned soups']",simple check,canada,0.284,http://world-en.openfoodfacts.org/product/0060383010843/condensed-vegetable-soup-no-name,"['eau', 'concentrated tomato paste', 'carrots', 'green peas', 'alphabet pasta', 'corn', 'green beans', 'sucre', 'corn starch', 'sel', 'dried potatoes potatoes', 'sodium phosphate', 'modified corn starch', 'seasonings', 'canola oil', 'potassium chloride', 'yeast extract', 'hydrolyzed corn and wheat and soy protein', 'beef stock', 'onion powder', 'spices', 'citric acid', 'paprika extract', 'garlic powder', 'dried onions', 'caramel colour', 'paprika', 'spice extract', 'malic acid']","['ble(ia)', 'soja(ia)']",unknow,c,5.0,267.8,0.8,0.16,12.8,4.8,1.6,2.4,1.14,4.0,https://images.openfoodfacts.org/images/products/006/038/301/0843/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0843/front_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0843/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0843/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0843/nutrition_en.17.400.jpg
60383010935,splendido balsamic vinegar of modena leaf,unknow,"['vinegars', 'balsamic vinegars']",made in italy,canada,,http://world-en.openfoodfacts.org/product/0060383010935/splendido-balsamic-vinegar-of-modena-leaf,"['wine vinegar', 'cooked and concentrated grape must', 'caramel colour. contains sulphites. ingredients: vinaigre de vin', 'mout de raisins cuits et concentre', ""colorant caramel. contient sulfites. product of italy/produit d'italie loblaws inc. toronto m4t 2s8"", ""canada o 2011 ®tm/mc loblaws inc www.pc.ca c1-888-495-511l bottling site no.csoa 210843 usine d'embouteillage no csqa 210843 certified by control body authorizer ry ministed 601008""]",unknown,unknow,a,,418.4,0.0,0.0,20.0,20.0,0.5,0.66666666666667,0.0,4.0,https://images.openfoodfacts.org/images/products/006/038/301/0935/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0935/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0935/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0935/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/0935/nutrition_en.10.400.jpg
60383011666,regular instant oatmeal,"president's choice,le choix du président","['aliments d origine vegetale', 'breakfasts', 'cereals and potatoes', 'cereals and their products', 'breakfast cereals', '110']","no artificial flavors, no added sugar, no colorings, orthodox-union-kosher",canada,336.0,http://world-en.openfoodfacts.org/product/0060383011666/regular-instant-oatmeal-president-s-choice,"[""flocons d'avoine a grains entiers"", ""farine d'avoine a grains entiers"", 'carbonate de calcium agent epaississant', 'sel', 'gomme de guar', 'vitamines et mineraux orthophosphate ferrique fer', 'niacinamide', 'mononitrate de thiamine pantothenate de calcium', 'chlorhydrate de pyridoxine vitamine b6']",['ble(ia)'],gluten,b,2.0,1643.7,5.36,1.43,71.43,0.0,,14.29,0.67,4.0,https://images.openfoodfacts.org/images/products/006/038/301/1666/front_en.23.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/1666/front_en.23.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/1666/ingredients_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/1666/ingredients_fr.9.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/1666/nutrition_fr.12.400.jpg
60383012014,produit de fromage rapé avec parmesan,no name,[],unknow,canada,250.0,http://world-en.openfoodfacts.org/product/0060383012014/produit-de-fromage-rape-avec-parmesan-no-name,"['pasteurized milk', 'modified milk ingredients', 'sel', 'lipase calcium chloride', 'bacterial culture', 'microbial enzyme', 'cellulose']",['lait(ia)'],unknow,e,27.0,1673.6,26.6667,,13.3333,0.0,0.0,,,4.0,https://images.openfoodfacts.org/images/products/006/038/301/2014/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2014/front_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2014/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2014/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2014/nutrition_en.13.400.jpg
60383012342,olives,no name,"[""aliments d'origine vegetale"", 'pickles', ""produits de l'olivier"", ""pickles d'origine vegetale"", 'olives', 'olives vertes', 'olives farcies', 'olives vertes farcies']","kascher, cor kosher","canada,france",0.375,http://world-en.openfoodfacts.org/product/0060383012342/olives-no-name,"['mensmeflm ‘ olives', 'mm alginat‘e de 0m y gomme de _ chlorure de sorbate de p0tæ!wz - acide lactiqauee', 'commun des']",unknown,unknow,e,19.0,697.3,13.3333,2.6667,6.6667,0.0,1.0,1.3333,,,https://images.openfoodfacts.org/images/products/006/038/301/2342/front_fr.31.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2342/front_fr.31.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2342/ingredients_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2342/ingredients_fr.9.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2342/nutrition_fr.33.400.jpg
60383012656,honeycomb in wildflower honey,pc • loblaws,"['spreads', 'sweet spreads', 'bee products', 'farming products', 'sweeteners', 'honeys', 'baking ingredients', 'honeycomb bees wax and honey']","kosher, no artificial flavors, no artificial colors, no artificial colours or flavours, hager kashrus",canada,400.0,http://world-en.openfoodfacts.org/product/0060383012656/honeycomb-in-wildflower-honey-pc-loblaws,"['honey', 'honeycomb']",unknown,unknow,e,19.0,1464.4,0.0,0.0,90.0,,0.0,0.5,0.0,2.0,https://images.openfoodfacts.org/images/products/006/038/301/2656/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2656/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2656/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2656/ingredients_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2656/nutrition_en.8.400.jpg
60383012731,original garlic toast,sans nom,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0060383012731/original-garlic-toast-sans-nom,"['bread: enriched wheat flour', 'eau', 'sucre', 'sel', 'yeast', 'acetylated tartaric acid esters of mono - and diglycerides', 'calcium carbonate', 'vegetable oil', 'ascorbic acid', 'enzymes', 'l-cysteine hydrochloride', 'calcium propionate. garlic spread: vegetable and palm and modified palm oil margarine soy', 'dried garlic', 'modified milk ingredients', 'sea salt', 'parsley', 'citric acid', 'potassium sorbate', 'xanthan']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,c,7.0,1255.2,8.75,1.25,47.5,2.5,2.5,8.75,1.34,4.0,https://images.openfoodfacts.org/images/products/006/038/301/2731/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2731/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2731/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2731/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2731/nutrition_fr.5.400.jpg
60383012854,pretzels en batonnet,no name,[],"kascher, cor kosher",canada,,http://world-en.openfoodfacts.org/product/0060383012854/pretzels-en-batonnet-no-name,"['enriched wheat flour', 'sel', 'sugars glucose', 'malted barley extract', 'soybean oil', 'yeast and/or baking soda and/or ammonium bicarbonate', 'sodium hydroxide. ingredients: farine de ble enrichie', 'sucres glucose', ""extrait d'orge maltee"", 'huile de soya', ""levure et/ou bicarbonate de sodium et/ou bicarbonate d'ammonium"", 'hydroxyde de sodium']","['ble(ia)', 'soja(ia)']",unknow,d,17.0,1589.9,2.0,0.6,82.0,2.0,2.0,10.0,2.7,4.0,https://images.openfoodfacts.org/images/products/006/038/301/2854/front_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2854/front_fr.14.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2854/ingredients_en.25.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2854/ingredients_en.25.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2854/nutrition_fr.16.400.jpg
60383012861,pretzel,sans nom,"['snacks sales', 'grignotage-sale']",unknow,canada,200.0,http://world-en.openfoodfacts.org/product/0060383012861/pretzel-sans-nom,"['farine de ble enrichie', 'sel', 'huile de soya', 'sucres glucose', ""extrait d'orge maltee"", ""levure et/ou bicarbonate de sodium et/ou bicarbonate d'ammonium"", 'hydroxyde de sodium']","['ble(ia)', 'soja(ia)']",unknow,e,21.0,1589.9,3.0,0.6,80.0,2.0,2.0,10.0,,4.0,https://images.openfoodfacts.org/images/products/006/038/301/2861/front_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/2861/front_fr.12.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/006/038/301/2861/nutrition_fr.14.400.jpg
60383013202,apple juice,president’s choice,"['boissons', 'plant-based beverages', 'fruit-based beverages', 'juices and nectars', 'fruit juices', 'unsweetened beverages', 'apple juices']","no artificial flavors, vitamin c added",canada,1.0,http://world-en.openfoodfacts.org/product/0060383013202/apple-juice-president-s-choice,"['apple juice', 'ascorbic acid']",unknown,unknow,e,10.0,234.3,0.0,0.0,13.6,12.4,0.0,0.0,0.02,1.0,https://images.openfoodfacts.org/images/products/006/038/301/3202/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3202/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3202/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3202/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3202/nutrition_en.13.400.jpg
